trial,Category,response_neuron,reward,rpe,confidence_neuron,response_rulebased,reward_rulebased,rpe_rulebased,confidence_rulebased
0,1.0,1.0,1.0,0.99,0.01,2.0,0.0,-0.99,0.99
1,2.0,1.0,0.0,-0.3862,0.3862,2.0,1.0,0.3862,0.6138
2,1.0,1.0,1.0,0.760556,0.239444,1.0,1.0,0.239444,0.760556
3,2.0,1.0,0.0,-0.52845528,0.52845528,2.0,1.0,0.14845527999999997,0.85154472
4,2.0,1.0,0.0,-0.3276422736,0.3276422736,1.0,0.0,-0.9079577264,0.9079577264
5,2.0,1.0,0.0,-0.20313820963199997,0.20313820963199997,2.0,1.0,0.43706620963199994,0.5629337903680001
6,2.0,1.0,0.0,-0.12594568997183997,0.12594568997183997,2.0,1.0,0.2709810499718399,0.7290189500281601
7,2.0,1.0,0.0,-0.07808632778254078,0.07808632778254078,1.0,0.0,-0.8319917490174593,0.8319917490174593
8,2.0,1.0,0.0,-0.04841352322517528,0.04841352322517528,2.0,1.0,0.4841651156091753,0.5158348843908247
9,2.0,1.0,0.0,-0.030016384399608673,0.030016384399608673,2.0,1.0,0.3001823716776887,0.6998176283223113
10,1.0,1.0,1.0,0.9813898416722426,0.01861015832775738,2.0,0.0,-0.813886929559833,0.813886929559833
11,1.0,1.0,1.0,0.6084617018367904,0.39153829816320956,2.0,0.0,-0.5046098963270964,0.5046098963270964
12,2.0,1.0,0.0,-0.62275374486119,0.62275374486119,2.0,1.0,0.6871418642772003,0.31285813572279975
13,1.0,1.0,1.0,0.6138926781860623,0.38610732181393775,1.0,1.0,0.42602795585186415,0.5739720441481359
14,1.0,1.0,1.0,0.3806134604753586,0.6193865395246414,1.0,1.0,0.26413733262815575,0.7358626673718442
15,1.0,1.0,1.0,0.23598034549472235,0.7640196545052776,1.0,1.0,0.1637651462294566,0.8362348537705434
16,2.0,1.0,0.0,-0.8536921857932721,0.8536921857932721,2.0,1.0,0.10153439066226311,0.8984656093377369
17,2.0,1.0,0.0,-0.5292891551918286,0.5292891551918286,2.0,1.0,0.06295132221060318,0.9370486777893968
18,1.0,1.0,1.0,0.6718407237810663,0.3281592762189337,1.0,1.0,0.03902981977057396,0.960970180229426
19,0.0,0.0,0.0,0.0,0.5834587512557389,0.0,0.0,0.0,0.9758015117422442
